  Linearize ENDF/B Cross Sections (LINEAR 2019-1)
  ------------------------------------------------------------------------------
  Retrieval Criteria-----------        MAT
  Monitor Mode-----------------        Off
  Minimum Cross Section-------- 1.0000E-10
  Keep Evaluated Data Points---        Yes
  ------------------------------------------------------------------------------
  ENDF/B Input and Output Data Filenames
  LINEAR.IN                                                               
  LINEAR.OUT                                                              
  ------------------------------------------------------------------------------
  Requested Ranges
  ------------------------------------------------------------------------------
       Minimum       Maximum   
     MAT MF  MT    MAT MF  MT
  ------------------------------------------------------------------------------
       0  0   0 999999 99 999
  ------------------------------------------------------------------------------
  Allowable Uncertainty
  ------------------------------------------------------------------------------
      Energy Uncertainty   per-cent
  ------------------------------------------------------------------------------
  0.0         1.0000E-10     0.0000
  ------------------------------------------------------------------------------
  ENDF/B Tape Label
  ------------------------------------------------------------------------------
   EMPEND Processing file : tm169-g.out                                1
  ------------------------------------------------------------------------------
    Material  MAT  MF  MT  ENDF/B      Kelvin     Q-Value   Points   Points
   69-Tm-169 6925  10   5   VI                                   9        9
   69-Tm-169 6925  10   5   VI                                   9        9
   69-Tm-169 6925  10   5   VI                                  10       10
   69-Tm-169 6925  10   5   VI                                  10       10
   69-Tm-169 6925  10   5   VI                                  11       11
   69-Tm-169 6925  10   5   VI                                  11       11
   69-Tm-169 6925  10   5   VI                                   7        7
   69-Tm-169 6925  10   5   VI                                  10       10
   69-Tm-169 6925  10   5   VI                                  10       10
   69-Tm-169 6925  10   5   VI                                  11       11
   69-Tm-169 6925  10   5   VI                                  11       11
   69-Tm-169 6925  10   5   VI                                  14       14
   69-Tm-169 6925  10   5   VI                                  20       20
   69-Tm-169 6925  10   5   VI                                  24       24
   69-Tm-169 6925  10   5   VI                                  10       10
   69-Tm-169 6925  10   5   VI                                  10       10
   69-Tm-169 6925  10   5   VI                                  11       11
   69-Tm-169 6925  10   5   VI                                  11       11
   69-Tm-169 6925  10   5   VI                                  14       14
   69-Tm-169 6925  10   5   VI                                  15       15
   69-Tm-169 6925  10   5   VI                                  21       21
   69-Tm-169 6925  10   5   VI                                  21       21
   69-Tm-169 6925  10   5   VI                                   7        7
   69-Tm-169 6925  10   5   VI                                  11       11
   69-Tm-169 6925  10   5   VI                                  12       12
   69-Tm-169 6925  10   5   VI                                  12       12
   69-Tm-169 6925  10   5   VI                                  15       15
   69-Tm-169 6925  10   5   VI                                  19       19
   69-Tm-169 6925  10   5   VI                                  28       28
   69-Tm-169 6925  10   5   VI                                  22       22
   69-Tm-169 6925  10   5   VI                                   8        8
   69-Tm-169 6925  10   5   VI                                  10       10
   69-Tm-169 6925  10   5   VI                                  11       11
   69-Tm-169 6925  10   5   VI                                  12       12
   69-Tm-169 6925  10   5   VI                                  14       14
   69-Tm-169 6925  10   5   VI                                  20       20
   69-Tm-169 6925  10   5   VI                                  57       57
   69-Tm-169 6925  10   5   VI                                  21       21
   69-Tm-169 6925  10   5   VI                                   8        8
   69-Tm-169 6925  10   5   VI                                  11       11
   69-Tm-169 6925  10   5   VI                                  13       13
   69-Tm-169 6925  10   5   VI                                  14       14
   69-Tm-169 6925  10   5   VI                                  21       21
   69-Tm-169 6925  10   5   VI                                  28       28
   69-Tm-169 6925  10   5   VI                                  44       44
   69-Tm-169 6925  10   5   VI                                  43       43
   69-Tm-169 6925  10   5   VI                                   9        9
   69-Tm-169 6925  10   5   VI                                  11       11
   69-Tm-169 6925  10   5   VI                                  12       12
   69-Tm-169 6925  10   5   VI                                  14       14
   69-Tm-169 6925  10   5   VI                                  19       19
   69-Tm-169 6925  10   5   VI                                  26       26
   69-Tm-169 6925  10   5   VI                                  32       32
   69-Tm-169 6925  10   5   VI                                  54       54
   69-Tm-169 6925  10   5   VI                                  30       30
   69-Tm-169 6925  10   5   VI                                  11       11
   69-Tm-169 6925  10   5   VI                                  13       13
   69-Tm-169 6925  10   5   VI                                  17       17
   69-Tm-169 6925  10   5   VI                                  24       24
   69-Tm-169 6925  10   5   VI                                  67       67
   69-Tm-169 6925  10   5   VI                                  10       10
   69-Tm-169 6925  10   5   VI                                  11       11
   69-Tm-169 6925  10   5   VI                                  12       12
   69-Tm-169 6925  10   5   VI                                  15       15
   69-Tm-169 6925  10   5   VI                                  21       21
   69-Tm-169 6925  10   5   VI                                  29       29
   69-Tm-169 6925  10   5   VI                                  11       11
   69-Tm-169 6925  10   5   VI                                  13       13
   69-Tm-169 6925  10   5   VI                                  19       19
   69-Tm-169 6925  10  22   VI                                  26       26
   69-Tm-169 6925  10  23   VI                                  44       44
   69-Tm-169 6925  10  24   VI                                  54       54
   69-Tm-169 6925  10  25   VI                                  31       31
   69-Tm-169 6925  10  29   VI                                  68       68
   69-Tm-169 6925  10  30   VI                                  48       48
   69-Tm-169 6925  10  35   VI                                  42       42
   69-Tm-169 6925  10  36   VI                                  24       24
   69-Tm-169 6925  10  37   VI                                  26       26
   69-Tm-169 6925  10  45   VI                                  52       52
   69-Tm-169 6925  10 108   VI                                  91       91
   69-Tm-169 6925  10 109   VI                                  64       64
   69-Tm-169 6925  10 112   VI                                  26       26
   69-Tm-169 6925  10 114   VI                                  40       40
  ------------------------------------------------------------------------------
                                               MAT Totals    22115    22115
  ------------------------------------------------------------------------------
 ------------------------------------------------------------------------------
 All Cross Sections Read. Maximum Tabulated Energy =  200000000. eV
 ------------------------------------------------------------------------------
 ===============================================================================
      MAT Total Execution Time                0.65 Seconds
 ===============================================================================
  ------------------------------------------------------------------------------
                                              Tape Totals    22115    22115
  ------------------------------------------------------------------------------
 ===============================================================================
 LINEAR   Total Execution Time                0.65 Seconds
 ===============================================================================
